seat,예매여부,좌석 오픈 여부,좌석 별 평균 가격,거래까지걸린시간_시간,거래까지걸린시간_등수,좌석 예매율,층,블록,열,넘버,X,Y,Z,대칭점,무대_밑_좌우시야각,무대_위_좌우시야각,무대가_보이는_면적
합창석 G블록4열 14,23,154,24826.08695652174,643.2376811594203,1671.489324612655,0.14935064935064934,합창석,G블록,4,14,-250,-1295,450,합창석 G블록4열 24,85,57,1590
합창석 G블록4열 15,28,160,23571.428571428572,506.85952380952375,1678.9860997670417,0.175,합창석,G블록,4,15,-200,-1295,450,합창석 G블록4열 23,88,57,1600
합창석 G블록4열 16,24,154,34750.0,352.4326388888889,1656.2998079432011,0.15584415584415584,합창석,G블록,4,16,-150,-1295,450,합창석 G블록4열 22,89,58,1609
합창석 G블록4열 17,26,157,27961.53846153846,567.0685897435898,1668.5158032366878,0.16560509554140126,합창석,G블록,4,17,-100,-1295,450,합창석 G블록4열 21,91,58,1616
합창석 G블록4열 18,25,155,33720.0,404.006,1656.2602300636117,0.16129032258064516,합창석,G블록,4,18,-50,-1295,450,합창석 G블록4열 20,91,58,1621
합창석 G블록4열 19,30,160,37466.666666666664,267.5338888888889,1648.9373235422418,0.1875,합창석,G블록,4,19,0,-1295,450,합창석 G블록4열 19,92,58,1622
합창석 G블록4열 2,26,150,26076.923076923078,788.3076923076923,1600.2421316661823,0.17333333333333334,합창석,G블록,4,2,-850,-1295,450,합창석 G블록4열 36,38,49,1636
합창석 G블록4열 20,19,152,20000.0,610.6245614035088,1697.5564958539553,0.125,합창석,G블록,4,20,50,-1295,450,합창석 G블록4열 18,91,58,1621
합창석 G블록4열 21,30,159,28933.333333333332,478.4305555555556,1644.6994273114535,0.18867924528301888,합창석,G블록,4,21,100,-1295,450,합창석 G블록4열 17,91,58,1616
합창석 G블록4열 22,27,156,33148.148148148146,479.0907407407408,1641.2353631724804,0.17307692307692307,합창석,G블록,4,22,150,-1295,450,합창석 G블록4열 16,89,58,1609
합창석 G블록4열 23,30,155,31400.0,561.6033333333332,1602.4261623600212,0.1935483870967742,합창석,G블록,4,23,200,-1295,450,합창석 G블록4열 15,88,57,1600
합창석 G블록4열 24,25,156,30440.0,571.774,1673.5919780495424,0.16025641025641027,합창석,G블록,4,24,250,-1295,450,합창석 G블록4열 14,85,57,1590
합창석 G블록4열 25,26,157,31423.076923076922,687.5371794871795,1670.343066711245,0.16560509554140126,합창석,G블록,4,25,300,-1295,450,합창석 G블록4열 13,83,57,1581
합창석 G블록4열 26,22,154,25954.545454545456,299.53939393939396,1676.3411358733917,0.14285714285714285,합창석,G블록,4,26,350,-1295,450,합창석 G블록4열 12,79,56,1573
합창석 G블록4열 27,28,161,28642.85714285714,410.752380952381,1690.388150980403,0.17391304347826086,합창석,G블록,4,27,400,-1295,450,합창석 G블록4열 11,76,56,1570
합창석 G블록4열 28,26,156,36076.92307692308,546.6032051282051,1663.568739813093,0.16666666666666666,합창석,G블록,4,28,450,-1295,450,합창석 G블록4열 10,72,55,1571
합창석 G블록4열 29,24,155,34375.0,331.9763888888889,1667.0433808720234,0.15483870967741936,합창석,G블록,4,29,500,-1295,450,합창석 G블록4열 9,67,55,1575
합창석 G블록4열 3,33,162,23181.81818181818,491.2555555555556,1652.716049382716,0.2037037037037037,합창석,G블록,4,3,-800,-1295,450,합창석 G블록4열 35,42,50,1628
합창석 G블록4열 30,24,155,30791.666666666668,372.53125,1676.3749944037315,0.15483870967741936,합창석,G블록,4,30,550,-1295,450,합창석 G블록4열 8,63,54,1583
합창석 G블록4열 31,26,159,24653.846153846152,566.8256410256411,1706.942930244407,0.16352201257861634,합창석,G블록,4,31,600,-1295,450,합창석 G블록4열 7,59,53,1591
합창석 G블록4열 32,24,151,35208.333333333336,350.1701388888889,1630.1332415047032,0.15894039735099338,합창석,G블록,4,32,650,-1295,450,합창석 G블록4열 6,54,52,1600
합창석 G블록4열 33,30,159,32833.333333333336,494.47444444444443,1649.2295696317738,0.18867924528301888,합창석,G블록,4,33,700,-1295,450,합창석 G블록4열 5,50,52,1610
합창석 G블록4열 34,23,155,27608.695652173912,707.555072463768,1688.3700469842229,0.14838709677419354,합창석,G블록,4,34,750,-1295,450,합창석 G블록4열 4,46,51,1619
합창석 G블록4열 35,30,156,30400.0,342.0161111111111,1606.3446744787323,0.19230769230769232,합창석,G블록,4,35,800,-1295,450,합창석 G블록4열 3,42,50,1628
합창석 G블록4열 36,32,153,31781.25,570.0239583333333,1562.1210971737237,0.20915032679738563,합창석,G블록,4,36,850,-1295,450,합창석 G블록4열 2,38,49,1636
합창석 G블록4열 37,38,160,33263.15789473684,663.225,1573.4340080296101,0.2375,합창석,G블록,4,37,900,-1295,450,합창석 G블록4열 1,35,48,1644
합창석 G블록4열 4,26,154,29423.076923076922,424.7974358974359,1641.834100111995,0.16883116883116883,합창석,G블록,4,4,-750,-1295,450,합창석 G블록4열 34,46,51,1619
합창석 G블록4열 5,26,153,21653.846153846152,468.69615384615383,1627.060094125078,0.16993464052287582,합창석,G블록,4,5,-700,-1295,450,합창석 G블록4열 33,50,52,1610
합창석 G블록4열 6,28,156,24714.285714285714,493.70952380952383,1643.1824942910314,0.1794871794871795,합창석,G블록,4,6,-650,-1295,450,합창석 G블록4열 32,54,52,1600
합창석 G블록4열 7,29,159,27965.51724137931,566.6810344827586,1670.2360167719398,0.18238993710691823,합창석,G블록,4,7,-600,-1295,450,합창석 G블록4열 31,59,53,1591
합창석 G블록4열 8,17,151,19705.882352941175,526.2980392156863,1714.005097315771,0.11258278145695365,합창석,G블록,4,8,-550,-1295,450,합창석 G블록4열 30,63,54,1583
합창석 G블록4열 9,27,155,26740.74074074074,429.8734567901234,1628.7383185291565,0.17419354838709677,합창석,G블록,4,9,-500,-1295,450,합창석 G블록4열 29,67,55,1575
합창석 H블록1열 1,28,150,31464.285714285714,408.3672619047619,1564.6617657728455,0.18666666666666668,합창석,H블록,1,1,820,-900,300,합창석 F블록1열 16,36,57,1760
합창석 H블록1열 10,35,156,28257.14285714286,449.5947619047619,1563.7065997607008,0.22435897435897437,합창석,H블록,1,10,964,-459,300,합창석 F블록1열 7,30,61,1817
합창석 H블록1열 11,34,154,35411.76470588235,278.5686274509804,1542.623716755149,0.22077922077922077,합창석,H블록,1,11,980,-410,300,합창석 F블록1열 6,30,61,1825
합창석 H블록1열 12,42,162,38261.90476190476,495.61507936507934,1554.648148148148,0.25925925925925924,합창석,H블록,1,12,996,-361,300,합창석 F블록1열 5,30,61,1834
합창석 H블록1열 13,30,147,35633.333333333336,621.7905555555556,1518.6908554386794,0.20408163265306123,합창석,H블록,1,13,1012,-312,300,합창석 F블록1열 4,30,61,1842
합창석 H블록1열 14,42,156,33595.23809523809,507.7095238095238,1481.2489568456187,0.2692307692307692,합창석,H블록,1,14,1028,-263,300,합창석 F블록1열 3,30,60,1851
합창석 H블록1열 15,43,152,34162.79069767442,645.7627906976744,1431.4398137193614,0.28289473684210525,합창석,H블록,1,15,1044,-214,300,합창석 F블록1열 2,30,59,1861
합창석 H블록1열 16,46,157,32804.34782608696,423.5108695652174,1442.7111268936771,0.2929936305732484,합창석,H블록,1,16,1060,-165,300,합창석 F블록1열 1,30,58,1871
합창석 H블록1열 2,40,159,32350.0,593.5354166666666,1531.9377059165133,0.25157232704402516,합창석,H블록,1,2,836,-851,300,합창석 F블록1열 15,34,58,1763
합창석 H블록1열 3,36,154,38222.22222222222,435.09953703703707,1515.889862058153,0.23376623376623376,합창석,H블록,1,3,852,-802,300,합창석 F블록1열 14,32,59,1766
합창석 H블록1열 4,37,153,30216.216216216217,715.0846846846846,1495.1716859109715,0.24183006535947713,합창석,H블록,1,4,868,-753,300,합창석 F블록1열 13,31,59,1771
합창석 H블록1열 5,39,150,41282.05128205128,497.6111111111111,1433.044178625041,0.26,합창석,H블록,1,5,884,-704,300,합창석 F블록1열 12,31,60,1777
합창석 H블록1열 6,41,158,38829.26829268293,519.1650406504065,1506.131255391352,0.25949367088607594,합창석,H블록,1,6,900,-655,300,합창석 F블록1열 11,30,60,1784
합창석 H블록1열 7,33,148,34333.333333333336,675.1207070707071,1492.3282029756506,0.22297297297297297,합창석,H블록,1,7,916,-606,300,합창석 F블록1열 10,30,61,1792
합창석 H블록1열 8,41,157,29292.682926829268,541.5556910569105,1495.7749728147342,0.2611464968152866,합창석,H블록,1,8,932,-557,300,합창석 F블록1열 9,30,61,1800
합창석 H블록1열 9,34,152,34852.94117647059,369.5333333333333,1525.3209953051564,0.2236842105263158,합창석,H블록,1,9,948,-508,300,합창석 F블록1열 8,30,61,1809
합창석 H블록2열 1,28,156,26428.571428571428,352.2922619047619,1622.4156889051442,0.1794871794871795,합창석,H블록,2,1,894,-996,350,합창석 F블록2열 20,30,53,1688
합창석 H블록2열 10,34,157,29470.58823529412,515.5205882352941,1578.4124715046455,0.21656050955414013,합창석,H블록,2,10,1038,-555,350,합창석 F블록2열 11,23,56,1697
합창석 H블록2열 11,30,151,31200.0,652.7911111111111,1565.5596645878693,0.1986754966887417,합창석,H블록,2,11,1054,-506,350,합창석 F블록2열 10,23,56,1704
합창석 H블록2열 12,34,158,30735.29411764706,730.4720588235294,1601.0669981562187,0.21518987341772153,합창석,H블록,2,12,1070,-457,350,합창석 F블록2열 9,24,56,1712
합창석 H블록2열 13,33,153,32393.939393939392,585.139898989899,1552.026616597435,0.21568627450980393,합창석,H블록,2,13,1086,-408,350,합창석 F블록2열 8,24,55,1721
합창석 H블록2열 14,42,160,33785.71428571428,648.0392857142857,1530.6567355487944,0.2625,합창석,H블록,2,14,1102,-359,350,합창석 F블록2열 7,25,55,1729
합창석 H블록2열 15,30,153,38400.0,506.35555555555555,1584.8218650736276,0.19607843137254902,합창석,H블록,2,15,1118,-310,350,합창석 F블록2열 6,25,54,1738
합창석 H블록2열 16,34,153,30470.58823529412,715.5450980392156,1544.4966673983745,0.2222222222222222,합창석,H블록,2,16,1134,-261,350,합창석 F블록2열 5,25,53,1748
합창석 H블록2열 17,39,154,38410.256410256414,499.24658119658113,1490.7902503733328,0.2532467532467532,합창석,H블록,2,17,1150,-212,350,합창석 F블록2열 4,25,51,1758
합창석 H블록2열 18,42,157,36119.04761904762,585.1436507936507,1498.7094320129386,0.267515923566879,합창석,H블록,2,18,1166,-163,350,합창석 F블록2열 3,25,49,1768
합창석 H블록2열 19,34,149,30470.58823529412,639.4519607843138,1489.901425228506,0.22818791946308725,합창석,H블록,2,19,1182,-114,350,합창석 F블록2열 2,25,47,1778
합창석 H블록2열 2,35,161,28828.571428571428,487.54333333333335,1604.522392865355,0.21739130434782608,합창석,H블록,2,2,910,-947,350,합창석 F블록2열 19,27,54,1683
합창석 H블록2열 20,39,161,29538.46153846154,559.6021367521367,1563.9490305086288,0.2422360248447205,합창석,H블록,2,20,1198,-65,350,합창석 F블록2열 1,25,45,1787
합창석 H블록2열 3,26,150,31153.846153846152,596.4198717948718,1582.4576674202403,0.17333333333333334,합창석,H블록,2,3,926,-898,350,합창석 F블록2열 18,25,54,1679
합창석 H블록2열 4,35,159,28171.428571428572,535.8485714285714,1589.0003637719185,0.22012578616352202,합창석,H블록,2,4,942,-849,350,합창석 F블록2열 17,23,55,1676
합창석 H블록2열 5,32,156,31250.0,403.2239583333333,1581.1158992471521,0.20512820512820512,합창석,H블록,2,5,958,-800,350,합창석 F블록2열 16,22,55,1675
합창석 H블록2열 6,33,156,28515.151515151516,535.6015151515151,1564.0249774286488,0.21153846153846154,합창석,H블록,2,6,974,-751,350,합창석 F블록2열 15,22,56,1676
합창석 H블록2열 7,35,156,28228.571428571428,818.7038095238095,1553.6887083113206,0.22435897435897437,합창석,H블록,2,7,990,-702,350,합창석 F블록2열 14,21,56,1679
합창석 H블록2열 8,35,158,32600.0,590.1633333333333,1566.3236869286643,0.22151898734177214,합창석,H블록,2,8,1006,-653,350,합창석 F블록2열 13,22,56,1684
합창석 H블록2열 9,32,153,36687.5,544.9182291666667,1552.1133571468176,0.20915032679738563,합창석,H블록,2,9,1022,-604,350,합창석 F블록2열 12,22,56,1690
합창석 H블록3열 1,32,154,33375.0,565.934375,1561.5861429615893,0.2077922077922078,합창석,H블록,3,1,965,-1100,400,합창석 F블록3열 24,27,50,1655
합창석 H블록3열 10,36,153,32000.0,831.9486111111112,1510.2745559256407,0.23529411764705882,합창석,H블록,3,10,1117,-634,400,합창석 F블록3열 15,16,52,1620
합창석 H블록3열 11,31,157,27935.483870967742,665.1295698924731,1612.4272408805448,0.19745222929936307,합창석,H블록,3,11,1134,-582,400,합창석 F블록3열 14,17,51,1627
합창석 H블록3열 12,35,160,27771.428571428572,537.8728571428571,1598.1270390747768,0.21875,합창석,H블록,3,12,1151,-530,400,합창석 F블록3열 13,18,51,1635
합창석 H블록3열 13,25,151,30800.0,424.25666666666666,1613.2972801093695,0.16556291390728478,합창석,H블록,3,13,1168,-478,400,합창석 F블록3열 12,19,50,1644
합창석 H블록3열 14,38,161,30184.21052631579,569.3662280701755,1583.407848319837,0.2360248447204969,합창석,H블록,3,14,1185,-427,400,합창석 F블록3열 11,19,49,1653
합창석 H블록3열 15,30,155,29166.666666666668,398.90833333333336,1606.324236872407,0.1935483870967742,합창석,H블록,3,15,1202,-375,400,합창석 F블록3열 10,20,48,1662
합창석 H블록3열 16,34,155,28029.41176470588,483.3651960784313,1561.1989272112853,0.21935483870967742,합창석,H블록,3,16,1219,-323,400,합창석 F블록3열 9,21,47,1672
합창석 H블록3열 17,32,152,32125.0,509.4984375,1548.9194286205272,0.21052631578947367,합창석,H블록,3,17,1235,-271,400,합창석 F블록3열 8,21,46,1681
합창석 H블록3열 18,35,160,28571.428571428572,420.61809523809524,1602.2348420148685,0.21875,합창석,H블록,3,18,1252,-219,400,합창석 F블록3열 7,22,44,1690
합창석 H블록3열 19,26,150,33076.92307692308,454.0467948717949,1591.0945240157398,0.17333333333333334,합창석,H블록,3,19,1269,-168,400,합창석 F블록3열 6,22,42,1699
합창석 H블록3열 2,34,158,30029.41176470588,541.9,1595.0479855424387,0.21518987341772153,합창석,H블록,3,2,982,-1048,400,합창석 F블록3열 23,24,50,1647
합창석 H블록3열 20,38,155,32236.842105263157,612.6280701754386,1508.1855562908652,0.24516129032258063,합창석,H블록,3,20,1286,-116,400,합창석 F블록3열 5,22,39,1706
합창석 H블록3열 21,39,154,39256.41025641026,502.00598290598293,1480.5045341995258,0.2532467532467532,합창석,H블록,3,21,1303,-64,400,합창석 F블록3열 4,22,36,1711
합창석 H블록3열 22,37,152,36540.54054054054,624.4747747747748,1481.4575255348252,0.24342105263157895,합창석,H블록,3,22,1320,-12,400,합창석 F블록3열 3,22,33,1712
합창석 H블록3열 23,42,156,34952.380952380954,862.9880952380952,1479.1513990802673,0.2692307692307692,합창석,H블록,3,23,1337,40,400,합창석 F블록3열 2,22,30,1709
합창석 H블록3열 24,42,159,32428.571428571428,869.7599206349206,1517.9587062076218,0.2641509433962264,합창석,H블록,3,24,1354,91,400,합창석 F블록3열 1,22,27,1701
합창석 H블록3열 3,31,157,32774.1935483871,465.9924731182796,1610.8099168395609,0.19745222929936307,합창석,H블록,3,3,999,-996,400,합창석 F블록3열 22,21,51,1638
합창석 H블록3열 4,33,156,32848.48484848485,603.1,1582.9531052703146,0.21153846153846154,합창석,H블록,3,4,1016,-945,400,합창석 F블록3열 21,19,51,1629
합창석 H블록3열 5,29,152,26931.03448275862,694.2005747126436,1583.0607350229902,0.19078947368421054,합창석,H블록,3,5,1033,-893,400,합창석 F블록3열 20,17,51,1621
합창석 H블록3열 6,30,158,25900.0,569.8733333333333,1639.8456034498647,0.189873417721519,합창석,H블록,3,6,1050,-841,400,합창석 F블록3열 19,15,52,1615
합창석 H블록3열 7,28,153,24821.428571428572,683.1434523809523,1600.4155503317295,0.1830065359477124,합창석,H블록,3,7,1066,-789,400,합창석 F블록3열 18,14,52,1611
합창석 H블록3열 8,38,160,31315.78947368421,492.97850877192985,1560.8639645026735,0.2375,합창석,H블록,3,8,1083,-737,400,합창석 F블록3열 17,14,52,1612
합창석 H블록3열 9,31,154,28096.774193548386,792.7913978494623,1576.8473709545126,0.2012987012987013,합창석,H블록,3,9,1100,-686,400,합창석 F블록3열 16,15,52,1615
합창석 H블록4열 1,31,155,29096.774193548386,508.39086021505375,1586.5525810671418,0.2,합창석,H블록,4,1,1283,-447,450,합창석 F블록4열 12,15,44,1609
합창석 H블록4열 10,34,156,23147.058823529413,532.1372549019608,1563.7051522658173,0.21794871794871795,합창석,H블록,4,10,1420,-28,450,합창석 F블록4열 3,20,27,1646
합창석 H블록4열 11,31,153,30032.25806451613,370.97903225806454,1558.7046301862274,0.20261437908496732,합창석,H블록,4,11,1435,19,450,합창석 F블록4열 2,20,24,1639
합창석 H블록4열 12,39,161,35333.333333333336,536.3794871794871,1557.1934787540097,0.2422360248447205,합창석,H블록,4,12,1451,65,450,합창석 F블록4열 1,20,21,1629
합창석 H블록4열 2,34,160,25647.058823529413,446.3637254901961,1603.436207399988,0.2125,합창석,H블록,4,2,1299,-401,450,합창석 F블록4열 11,16,43,1617
합창석 H블록4열 3,26,151,28692.30769230769,473.225,1600.479172357371,0.17218543046357615,합창석,H블록,4,3,1314,-354,450,합창석 F블록4열 10,17,42,1624
합창석 H블록4열 4,33,158,28333.333333333332,575.1646464646465,1601.4201576060266,0.2088607594936709,합창석,H블록,4,4,1329,-307,450,합창석 F블록4열 9,17,40,1632
합창석 H블록4열 5,33,154,24909.090909090908,708.3787878787879,1562.1027203979766,0.21428571428571427,합창석,H블록,4,5,1344,-261,450,합창석 F블록4열 8,18,39,1638
